tag_id,tag_name,tag_category
623,first production in yeast,
624,aromatic amino acid,
631,bioplastic precursor,
633,chiral compound,
638,polyphenolic,
639,anticarcinogenic,
641,heterologous production,
643,flavor,
649,biomass,
650,microbial growth,
652,respiration product,
656,fermentation intermediate,
660,glycolysis intermediate,
661,pharmaceutical protein,
662,therapeutic protein,
663,recombinant protein,
667,bioconversion,
668,inhibitory product,
677,fermentation byproduct,
682,furan derivative,
683,inhibitor conversion product,
687,condensation product,
690,liquid biofuel,
694,aroma,
705,flavor ester,
706,fruity aroma,
712,natural aroma,
713,emollient,
715,long-chain ester,
721,short-chain ester,
727,medium-chain ester,
735,ethanol,
737,lignocellulosic,
738,chiral alcohol,
741,PLK1 inhibitor synthesis,
744,industrial fermentation,
748,renewable fuel,
749,microdiesel,
757,high-value compound,
762,antimalarial,
764,steroid,
766,non-ribosomal peptide,
767,antibiotic precursor,
769,energy,
772,alkaloid,
775,microbial oil,
778,storage lipid,
780,biodegradable,
781,fatty acid methyl esters,
782,alternative energy,
788,cosmetics,
790,aromatic alcohol,
800,fatty acid ethyl esters,
803,oleochemical,
814,ketone,
815,polyester,
818,fatty alcohol,
822,fatty acid ethyl ester,
824,fatty acid derivatives,
826,long-chain alcohols,
827,surfactant precursor,
828,biodegradable polymer precursor,
831,polylactic acid monomer,
840,fatty aldehydes,
842,specialty chemicals,
843,fatty alcohols,
846,detergents,
847,surfactants,
848,solvents,
849,lubricants,
851,ginsenoside precursor,
853,anti-carcinogenic,
854,immunomodulatory,
856,triterpenoid saponins,
859,anti-fatigue,
863,gasohol,
868,chemical feedstock,
869,liquid fuel,
885,ephedrine synthesis,
886,chiral intermediate,
888,biotransformation product,
890,antiviral precursor,
898,plant secondary metabolite,
902,opioid,
908,homolactic fermentation,
910,very long-chain,
911,neutral lipids,
912,bio-based chemicals,
913,wax esters,
915,jojoba-like,
916,personal care,
918,coatings,
920,biopolymer precursor,
921,enantiomerically pure,
934,artemisinin precursor,
936,pentacyclic triterpenoid,
941,lupane-type,
950,biosynthetic intermediate,
958,prenyl alcohol,
960,biorenewable chemical precursor,
962,lactone,
964,ganoderic acid,
965,antitumor,
966,medicinal compound,
971,clinical,
972,methyl donor,
973,S-adenosylmethionine,
975,branched-chain alcohol,
976,advanced biofuel,
984,drug precursor,
988,anti-HIV,
990,antidiabetic,
991,cytotoxicity,
992,phenethyl alcohol derivative,
995,aromatic chemical,
996,cardiovascular drug,
1001,pro-vitamin A,
1004,natural pigment,
1005,polyol,
1007,energetic material precursor,
1009,explosive,
1010,energetic material,
1011,propellant,
1012,nitrate ester,
1015,pathway intermediate,
1020,paclitaxel precursor,
1022,oxygenated taxane,
1025,acetylated taxane,
1029,by-product,
1035,endogenous product,
1036,side-product,
1037,acetylated diterpenoid,
1039,TAT activity indicator,
1040,dioxygenated taxane,
1043,chemotherapeutic,
1049,dispersant,
1050,lignin-derived,
1051,coproduct,
1053,stilbene,
1059,anti-aging,
1060,sterol,
1061,provitamin D2,
1064,membrane component,
1068,nanomaterial,
1069,reinforcement,
1070,biobased,
1074,biomedical,
1075,packaging,
1083,low toxicity,
1084,fermentation by-product,
1086,humectant,
1087,ester,
1088,volatile compound,
1089,wine aroma,
1094,acetate,
1103,fusel alcohol,
1104,higher alcohol,
1114,sulfur compound,
1117,volatile acid,
1119,negative aroma,
1138,motor fuel,
1143,osmoregulator,
1151,fine chemical,
1155,hydrogenation product,
1156,furan resin precursor,
1157,corrosion-resistant,
1158,industrial solvent,
1159,lactic acid,
1161,poly(lactic acid),
1162,food preservation,
1174,textile,
1180,aquatic biomass,
1181,algae-based,
1187,lignocellulosic biomass,
1189,industrial alcohol,
1194,animal feed,
1196,high protein,
1197,high fiber,
1199,thiol compound,
1200,bioreduction,
1202,detoxification,
1203,biochemical drug,
1216,nutritional supplement,
1218,carboxylic acid,
1219,metabolic precursor,
1222,olefin,
1223,flavoring,
1231,enantiomer,
1239,vaccine,
1241,Lyme disease,
1242,immunogenic,
1246,alternative fuel,
1261,medical,
1262,hypertension,
1263,liver diseases,
1264,skin diseases,
1265,aldehyde,
1267,wine flavor,
1282,wine component,
1284,wine body,
1285,sweetness,
1287,wine acidity,
1294,tartness,
1308,potable alcohol,
1318,second-generation ethanol,
1327,antifreezing agent,
1328,enzyme stabilizer,
1329,amphipathic alcohol,
1342,transport fuel,
1358,vitamin D2 precursor,
1361,fungal metabolite,
1362,osmolyte,
1368,primary product,
1370,redox metabolism,
1378,transportation fuel,
1387,functional food,
1393,low glycemic,
1394,high solubility,
1395,food ingredient,
1402,medicine,
1407,sugar nucleotide,
1408,N-acetylglucosamine donor,
1410,functional material,
1411,pentose sugar,
1413,PPP intermediate,
1415,pentitol,
1420,diterpene alcohol,
1422,pharmacological agent,
1423,vitamin precursor,
1425,sesquiterpene alcohol,
1428,sterol intermediate,
1439,diol,
1440,polyester precursor,
1442,renewable feedstock,
1444,biofuel byproduct,
1460,NAD+ regeneration,
1464,detoxification product,
1475,chemical building block,
1486,sugar polymer,
1488,biomass-derived chemical,
1489,copolymer,
1490,petrochemical replacement,
1491,polyitaconic acid precursor,
1494,chelator,
1502,propellant precursor,
1508,oleochemicals,
1509,biofuels precursor,
1510,microbial biomass,
1511,cell mass,
1519,fructooligosaccharide,
1520,trisaccharide,
1523,oligosaccharide,
1526,vitamin-like,
1527,GRAS,
1530,energy metabolism,
1532,biodegradable plastic precursor,
1533,polylactide,
1541,aquaculture feed,
1545,ketocarotenoid,
1551,hydrogel modifier,
1554,anti-caries,
1556,oxidation product,
1558,reduction product,
1565,PLA precursor,
1566,stereocomplex PLA,
1568,sugar substitute,
1569,non-cariogenic,
1572,biorenewable,
1579,biopesticide,
1585,beverage,
1586,antiseptic,
1588,second-generation biofuel,
1589,alcoholic beverage,
1590,fermented food,
1591,aroma compounds,
1603,floral aroma,
1610,ethyl ester,
1617,TCA cycle intermediate,
1618,flavor precursor,
1626,ethanol fermentation,
1627,disaccharide,
1629,sugar refining,
1631,anti-freezing agent,
1632,coolant,
1633,PET plastics component,
1636,water treatment,
1637,cleaning applications,
1640,chemical precursor,
1649,medical applications,
1659,odd-chain,
1662,polyunsaturated fatty acid,
1681,anti-malarial,
1688,oxidized,
1692,less hygroscopic,
1693,higher energy content,
1694,prebiotic sugar,
1697,6F-FOS series,
1700,1F-FOS series,
1701,neofructooligosaccharide,
1704,6G-FOS series,
1705,sucrose isomer,
1720,packaging material,
1721,medical material,
1722,phenolic acid,
1734,high-fructose syrup,
1737,functional food ingredient,
1742,biodegradable plastic,
1744,polyester monomer,
1745,bulk chemical,
1754,stress response,
1759,cytotoxic agent,
1764,food coloring agent,
1770,food coloring,
1778,fragrance compound,
1781,natural flavor,
1785,semi-synthetic,
1794,thermal protection,
1804,weak acid,
1809,chiral resolving agent,
1810,alpha-hydroxy ester,
1811,optically active,
1812,flavonoid glycoside,
1813,therapeutic agent,
1814,natural sweetener,
1815,cardiomyopathy treatment,
1817,biocatalyst product,
1832,gasoline oxygenator,
1833,combustion enhancer,
1834,reduced emissions,
1835,nucleotide,
1838,membrane phosphatide precursor,
1839,cardioprotection,
1840,glucoside,
1842,anticovulsive,
1843,phenolic compound,
1854,clean combustion,
1855,high octane number,
1860,detoxication agent,
1867,transesterification,
1873,asymmetric synthesis,
1874,duloxetine intermediate,
1877,functional sweetener,
1878,non-digestible carbohydrate,
1881,fructo-oligosaccharide,
1883,tetrasaccharide,
1898,thermoplastic precursor,
1899,space technology,
1900,thermoplastic,
1901,aromatic polyester,
1902,high-strength fiber,
1903,space application,
1932,starter culture,
1933,wine fermentation,
1934,biomass production,
1952,carbon dioxide neutral,
1955,pentose-derived,
1956,value-added chemical,
1959,hexose-derived,
1963,renewable raw material,
1967,renewable material,
1969,environmentally safe,
1985,disinfectant,
1989,enzyme,
1990,starch hydrolysis,
1991,industrial processing,
1994,second-generation,
1999,polysaccharide,
2002,sugar,
2006,primary metabolite,
2012,sustainable,
2013,C4 acid,
2024,gasoline additive,
2026,biobutanol,
2042,biomass conversion,
2049,traditional fermentation,
2065,primary alcohol,
2067,beverage component,
2076,renewable polymer,
2083,nerve calming agent,
2088,biomedical applications,
2089,biorefinery feedstock,
2092,protective metabolite,
2098,xylose fermentation,
2101,xylose metabolism,
2104,dental care,
2117,vaccine adjuvant,
2119,fuel,
2120,resin,
2124,drug,
2125,fumigant,
2128,lubricant,
2129,energy storage,
2140,plastic alternative,
2153,inhibitor,
2162,antiviral,
2163,anticancer,
2165,zero-calorie,
2166,triterpenoid glycoside,
2171,triterpenoid biosynthesis,
2173,ergosterol pathway,
2174,fructose polymer,
2175,food-grade,
2178,wound-healing,
2182,anti-AIDS,
2188,anti-microbial,
2216,starch liquefaction,
2218,starch debranching,
2229,stress protectant,
2230,fermentation metabolite,
2231,β-glucan,
2232,mannan,
2233,macrophage activation,
2234,TNF-α induction,
2244,food preservative,
2245,cannabinoid,
2247,psychoactive,
2253,acetic acid tolerance,
2255,secondary metabolite,
2261,dicarboxylate,
2270,emulsifiers,
2271,plasticizers,
2272,emollients,
2273,thickeners,
2274,biofuels,
2276,C16 alcohol,
2278,unsaturated fatty alcohol,
2281,thickener,
2282,C18 alcohol,
2285,C12 alcohol,
2287,detergent,
2288,C14 alcohol,
2291,odd-chain alcohols,
2305,vitamin D4 precursor,
2308,membrane constituent,
2309,eukaryotic cells,
2315,sterol derivative,
2316,biosynthetic byproduct,
2325,biodegradable solvent,
2327,fruit flavor,
2338,higher alcohols,
2339,fusel oils,
2360,food,
2378,fermentable sugar,
2411,medicinal,
2463,lignocellulosic substrate,
2466,second generation bioethanol,
2471,low-carbon alcohol,
2474,ABE fermentation,
2480,mixed fermentation,
2483,trans-methylation,
2484,trans-sulfuration,
2485,polyamine synthesis,
2488,C4-dicarboxylic acid,
2489,industrial chemical precursor,
2490,versatile platform chemical,
2494,feed ingredient,
2496,industrial enzyme,
2497,biocatalyst,
2503,agrochemical,
2508,deicer,
2509,environmentally friendly,
2514,lactose hydrolysis,
2515,dairy industry,
2524,2nd-generation bioethanol,
2532,bio-plastic precursor,
2544,ointment,
2547,honey,
2553,viscosity enhancer,
2565,green chemical,
2569,carbon source,
2570,greenhouse gas,
2592,hydrolysis,
2593,fermentation substrate,
2595,lignin degradation,
2598,hemicellulose degradation,
2601,cellulose degradation,
2604,sugar conversion,
2624,hemicellulose,
2634,nutritional,
2674,hydrolysate,
2676,biomass component,
2680,recalcitrant polymer,
2683,distilled beverage,
2684,alcoholic,
2685,enzymes,
2687,acid,
2691,gasoline substitute,
2700,industrial biotechnology,
2702,renewable resource,
2705,fermentation inhibitor,
2706,essential oil,
2718,dihydroflavone,
2720,chalcone,
2730,stress protector,
2735,biodegradable plastics,
2737,high optical purity,
2740,thermostability,
2743,thermostable,
2746,catalytic efficiency,
2759,insecticidal,
2774,rubber precursor,
2775,volatile organic compound,
2860,chiral building block,
2862,enantiopure,
2863,asymmetric reduction,
2869,VHG fermentation,
2882,ethanol production,
2890,co-product,
2891,agricultural,
2912,biorefinery,
2926,biotransformation,
2932,cellulase,
2938,cellulosic ethanol,
2967,xylose-utilization,
2975,second-generation bioethanol,
2978,redox-sink product,
2985,lignocellulose,
3000,provitamin D,
3012,synthetic rubber precursor,
3033,low pH fermentation,
3034,biobased precursor,
3047,lignocellulosic ethanol,
3055,methane,
3064,bioethanol,
3075,high-efficiency,
3079,anti-freeze,
3100,inhibitor-tolerant,
3103,anti-cariogenic,
3105,biocatalytic production,
3127,polyhydroxyalkanoate,
3144,protein-rich,
3145,fiber-enriched,
3148,single-cell protein,
3154,high-protein,
3155,amino acids,
3159,microalgae-derived,
3165,value-added product,
3173,high-titer,
3176,low freezing point,
3177,precursor for synthetic rubber,
3179,pharmaceuticals,
3180,food additives,
3181,industrial solvents,
3193,whey valorization,
3207,silica,
3209,catalysts,
3210,composite fillers,
3211,lignin,
3217,xylitol,
3222,biorenewable chemical,
3237,fatty acids,
3240,3G ethanol,
3246,PHA,
3260,colorant,
3272,waste valorization,
3278,composite material,
3293,third-generation,
3296,cellulose-derived,
3304,rocket propellant,
3306,biostimulant,
3307,drought tolerance,
3317,cosmetic_agent,
3318,fatty_acid,
3321,blood_pressure_regulator,
3323,vitamin_precursor,
3324,membrane_component,
3325,cellular_growth,
3326,biomass_production,
3332,cosmetic_ingredient,
3333,pharmaceutical_adjuvant,
3338,antioxidative,
3339,perfumery,
3340,lubricant additive,
3341,ubiquinone,
3343,electron carrier,
3344,mitochondrial lipid,
3360,polyphenol,
3373,phytoalexin,
3383,bio-modulating agent,
3387,plasticizer,
3391,flavoring agent,
3397,biobased chemical,
3401,macrocycle polyether building block,
3403,biodegradable detergents,
3404,polymeric materials,
3408,thiol,
3409,wine flavoring,
3410,sulfur-containing,
3418,acetylated,
3421,malic acid degradation,
3422,deacidification,
3424,color stabilizer,
3425,pyranoanthocyanin precursor,
3427,wine quality,
3428,glyceropyruvic pathway,
3429,food safety,
3430,urea degradation,
3431,ethyl carbamate prevention,
3432,pyranoanthocyanin,
3433,color stability,
3434,wine pigment,
3437,health benefits,
3439,fruity,
3441,volatile,
3443,winey,
3444,floral,
3478,nylon intermediate,
3481,ω-hydroxy fatty acid,
3482,biotransformation intermediate,
3484,fatty acid derivative,
3486,wine flavor enhancer,
3491,fusel alcohols,
3501,beer flavor,
3504,banana,
3511,apple,
3512,fruit,
3517,aniseed,
3523,sweet,
3542,rose,
3545,carbonyl compound,
3576,bioenergy,
3581,biorefinery product,
3584,yeast fermentation,
3589,supplement precursor,
3606,acid-tolerance,
3607,thermo-tolerance,
3614,fermentation-derived,
3619,biofuel candidate,
3620,natural flavoring,
3625,unnatural amino acid,
3627,enzyme inhibitor,
3649,rose aroma,
3656,health supplement,
3666,acidulant,
3672,functional beverage,
3673,fermented drink,
3674,GABA-enriched,
3686,glycerol,
3689,acetic acid,
3692,succinic acid,
3703,starch-based,
3713,aromatic,
3715,bulk feedstock,
3716,chemical industry,
3717,liquid crystal polymers,
3718,preservatives,
3723,folate biosynthesis intermediate,
3724,pharmaceutical moiety,
3725,cross-linking agent,
3732,SSF,
3733,yeast,
3734,Saccharomyces cerevisiae,
3736,starch,
3737,instant noodle waste,
3743,yeast-derived,
3757,cellobiose-based,
3760,chiral chemical,
3761,"(R,R)-2,3-butanediol",
3763,engineered yeast,
3764,xylose,
3765,renewable biomass,
3766,bio-based platform chemical,
3767,polyhydroxyalkanoate precursor,
3769,stereo-specific fine chemical,
3771,hydroxyacid,
3772,yeast product,
3773,metabolically engineered,
3785,triol,
3790,continuous fermentation,
3791,cell-recycling,
3792,redox potential,
3793,high gravity fermentation,
3795,branched-chain ester,
3799,eco-friendly,
3800,isobutyl acetate,
3804,banana flavor,
3805,green solvent,
3806,3-methyl-1-butyl acetate,
3810,2-methyl-1-butyl acetate,
3822,stress metabolite,
3825,membrane protectant,
3830,CRISPR,
3832,adaptive evolution,
3833,seaweed,
3834,galactose,
3839,biofuel additive,
3840,moisturizer,
3841,plant growth factor,
3844,glycerol-free production,
3845,redox balanced,
3847,α-hydroxy ketone,
3851,ephedrine,
3852,pseudoephedrine,
3853,decongestant,
3854,antiasthmatic,
3855,bronchodilator,
3860,amino acid derivative,
3861,high-value bio-product,
3879,plant metabolite,
3883,antibacterial,
3884,antiallergic,
3889,multi-copy integration,
3890,rDNA integration,
3916,C6,
3917,anise seed aroma,
3918,bioflavor,
3919,beverage additive,
3923,C8,
3924,sour apple aroma,
3930,C10,
3931,floral odor,
3939,bio-based production,
3944,hydroxymandelate,
3945,competing pathway,
3948,Ehrlich pathway,
3967,de novo production,
3969,menthol precursor,
3970,CRISPR-engineered,
3979,medium-chain,
3984,bio-based,
3993,muconic acid,
3996,adipic acid,
3997,"nylon-6,6",
3998,polyurethane,
3999,shikimate pathway,
4006,drop-in fuel,
4013,acetoin reduction product,
4017,acetolactate derivative,
4018,hydroxyketone,
4020,diacetyl reduction product,
4022,dihydroxy acid,
4023,pathway bottleneck,
4024,valine precursor,
4026,keto acid,
4028,decarboxylation substrate,
4030,branched-chain amino acid,
4032,valine biosynthesis,
4042,overflow metabolite,
4050,triacylglycerol,
4051,TAG,
4054,nutrition,
4058,overproduction,
4061,"nylon-6,6 precursor",
4064,glucose-derived,
4070,CNS drug,
4071,sodium channel blocker,
4072,epilepsy treatment,
4073,bipolar disorder,
4079,whole cell biocatalysis,
4086,co-culture,
4087,thermotolerant,
4088,mixed sugar utilization,
4089,detoxified hydrolysate,
4095,acid-tolerant,
4096,stress-tolerant,
4097,non-GMO,
4098,repeated-batch fermentation,
4099,high-temperature fermentation,
4104,corn stover,
4105,pentose fermentation,
4106,xylose isomerisation,
4111,transfructosylation,
4117,yeast metabolite,
4118,added-value product,
4125,high-gravity,
4126,brewer's spent grain,
4128,pentacyclic triterpene,
4133,heterologous expression,
4140,functional-food,
4144,amino-acid-supplementation,
4145,chiral synthon,
4147,optically active compound,
4148,hydroxy ester,
4149,chlorinated compound,
4150,bioreduction product,
4153,S-enantiomer,
4157,medical application,
4161,high-cell-density culture,
4162,fed-batch culture,
4163,amino acid modulation,
4164,glutathione,
4167,non-protein thiol,
4174,magnetic field,
4175,bioprocess,
4182,coloring agent,
4183,recombinant yeast,
4184,industrial wine yeast,
4185,batch fermentation,
4186,pH control strategy,
4187,oxidative stress,
4191,consolidated bioprocessing,
4194,surface display,
4195,minicellulosome,
4196,cellulose saccharification,
4197,microcrystalline cellulose,
4215,C4 chemical,
4219,C4 compound,
4224,xylose-fermenting,
4238,immobilized cells,
4240,cane molasses,
4250,on-site production,
4251,hydrolysis enzyme,
4260,CRISPRi,
4264,glycosylated,
4266,anti-arthritis,
4268,anti-diabetes,
4269,hepatoprotection,
4286,ginsenoside pathway,
4293,saponin,
4298,immunoregulation,
4300,plant-derived,
4310,ultrasound-enhanced,
4311,waste-derived,
4321,food waste,
4323,enzymatic hydrolysis,
4324,SHF,
4327,p-hydroxycinnamic acid,
4328,p-coumaric acid,
4333,microbial conversion,
4335,precursor chemical,
4341,cryoprotectant,
4345,NADH regeneration,
4364,plant defense compound,
4367,flavanone,
4371,precursor metabolite,
4373,isoflavone,
4377,phytoestrogen,
4380,flavonol,
4385,UV protectant,
4396,intermediate metabolite,
4400,three-carbon sugar,
4401,non-chiral,
4402,non-toxic,
4404,sunless tanning,
4411,glycerol dehydrogenase,
4412,osmotic stress,
4413,shake-flask,
4417,ion chelator,
4419,pharmaceutical additive,
4424,oxidative production,
4432,sandalwood,
4437,santalene synthase,
4441,farnesyl diphosphate,
4445,native metabolite,
4446,reduced production,
4447,target for down-regulation,
4457,xylose-derived,
4488,aromatic-based molecule,
4497,direct product,
4510,FAEE,
4515,dammarane-type,
4516,aglycon,
4519,ginsenoside-precursor,
4525,C4 alcohol,
4530,antifreeze,
4538,stereoisomers,
4540,eliminated,
4545,electron sink,
4546,anaerobic,
4549,aerobic,
4559,glucose,
4560,co-fermentation,
4564,promoter engineering,
4569,CoA-dependent pathway,
4572,acetyl-CoA derived,
4573,clostridial pathway,
4577,2-pyrone,
4581,acetyl-CoA-dependent,
4583,acrylic acid precursor,
4584,superabsorbent polymer,
4590,β-alanine pathway,
4593,free fatty acids,
4594,FFAs,
4595,lipids,
4601,secretion,
4602,extracellular,
4603,neutral lipid recycle,
4604,acyl-CoA synthetase,
4605,β-oxidation,
4607,tetraterpene,
4609,food-colorant,
4610,feed-additive,
4611,nutrient-supplement,
4612,hydrophobic,
4613,membrane-stored,
4617,vitamin-A-precursor,
4624,sterol-precursor,
4626,competing-pathway,
4627,sesquiterpene-alcohol,
4629,FPP-hydrolysis-product,
4635,healthcare product,
4639,directed evolution,
4655,protoberberine alkaloid,
4656,benzylisoquinoline alkaloid,
4657,plant natural product,
4662,cytochrome P450 product,
4666,anti-cancer potential,
4667,anti-HIV potential,
4672,protopine alkaloid,
4675,pharmaceutical compound,
4676,benzophenanthridine alkaloid,
4696,antithrombotic,
4697,antiaging,
4700,de novo biosynthesis,
4701,short branched-chain fatty acid,
4702,C4,
4705,plasticizer precursor,
4708,methacrylic acid precursor,
4710,C5,
4715,sedative,
4723,statin synthesis,
4726,triacetic acid lactone,
4727,TAL,
4732,NADPH-generating pathway,
4733,mitochondrial transport engineering,
4734,methylxanthine,
4736,purine alkaloid,
4740,trimethylxanthine,
4744,dimethylxanthine,
4745,antiasthma,
4750,monomethylxanthine,
4752,selective production,
4757,key intermediate,
4758,caffeine pathway,
4765,antiulcer,
4766,antileishmanial,
4767,insect repellent,
4770,terpene alcohol,
4771,side product,
4780,rubber monomer,
4789,C12-C18 fatty alcohols,
4804,biodegradable_plastics,
4811,anti-proliferative,
4814,biosynthetic precursor,
4815,lathyrane diterpenoid,
4819,diterpenoid precursor,
4821,oxidized diterpenoid,
4824,dead-end product,
4825,diterpenoid intermediate,
4826,oxidized casbane,
4828,precursor to jolkinol C,
4832,stable,
4844,fluorescent probe,
4845,diagnostic reagent,
4858,antioxidant precursor,
4864,anxiolytic,
4865,GABAA modulator,
4866,plastic precursor,
4874,anthraquinone,
4877,dye,
4881,laxative,
4883,paper-making component,
4887,alkaloid precursor,
4891,iridoid,
4893,cyclic terpenoid,
4895,energetic plasticizer,
4907,dammarane,
4913,glucocorticoid,
4921,tryptamine derivative,
4926,natural compound,
4928,new-to-nature,
4929,epoxycarotenoid,
4932,xanthophyll,
4935,hydroxylated carotenoid,
4938,mono-epoxidated,
4944,lignan precursor,
4945,bioactive intermediate,
4946,flavonolignan,
4958,human milk oligosaccharide,
4959,infant formula,
4961,anti-infective,
4971,anti-convulsant,
4972,anti-hyperalgesia,
4973,anti-cholesterol,
4974,flavor enhancer,
4975,fragrance enhancer,
4978,cosmetic additive,
4981,PPT-type,
4984,cardiovascular-protection,
4989,microcirculation-regulation,
4990,hemostasis,
5000,starch fermentation,
5005,rose-like aroma,
5006,bactericide,
5012,fermented beverage,
5013,low-alcohol,
5014,cereal-based,
5015,traditional food,
5022,stabilizer,
5023,emulsifier,
5024,fat substitute,
5025,gelling agent,
5027,anticoagulant,
5029,protein,
5031,polyalcohol,
5033,diabetic-friendly,
5042,octane enhancer,
